transaction_id,material_id,material_description,material_category,industry_segment,uom,quantity,unit_price,order_value,supplier_id,supplier_name,supplier_country,supplier_quality_tier,source_system,timestamp,created_by,regulatory_flag,criticality_level,is_hazmat,requires_cold_chain,po_number,has_error,correct_uom,error_type
TX00020,MAT0020,Material 20,CHEMICAL,PHARMA,ML,7652,2965,4063908,SUP929,Supplier20,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000020,1,KG,UOM_MISMATCH
TX00021,MAT0021,Material 21,CHEMICAL,PHARMA,KG,5496,4439,632309,SUP135,Supplier21,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000021,1,KG,UOM_MISMATCH
TX00022,MAT0022,Material 22,CHEMICAL,PHARMA,L,3710,4842,433585,SUP963,Supplier22,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000022,1,KG,UOM_MISMATCH
TX00023,MAT0023,Material 23,CHEMICAL,PHARMA,PC,4543,4538,1007364,SUP768,Supplier23,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000023,0,PC,
TX00024,MAT0024,Material 24,CHEMICAL,PHARMA,L,3132,3018,1849126,SUP825,Supplier24,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000024,0,L,
TX00025,MAT0025,Material 25,CHEMICAL,PHARMA,PC,2584,706,4578016,SUP730,Supplier25,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000025,1,KG,UOM_MISMATCH
TX00026,MAT0026,Material 26,CHEMICAL,PHARMA,PC,9331,524,3531263,SUP387,Supplier26,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000026,0,PC,
TX00027,MAT0027,Material 27,CHEMICAL,PHARMA,ML,1525,3346,305627,SUP289,Supplier27,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000027,0,ML,
TX00028,MAT0028,Material 28,CHEMICAL,PHARMA,BX,8858,4708,520732,SUP572,Supplier28,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000028,1,KG,UOM_MISMATCH
TX00029,MAT0029,Material 29,CHEMICAL,PHARMA,KG,3336,2722,1248829,SUP782,Supplier29,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000029,0,KG,
TX00030,MAT0030,Material 30,CHEMICAL,PHARMA,BX,2961,3358,3665914,SUP415,Supplier30,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000030,1,KG,UOM_MISMATCH
TX00031,MAT0031,Material 31,CHEMICAL,PHARMA,PC,2707,4008,4361321,SUP839,Supplier31,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000031,0,PC,
TX00032,MAT0032,Material 32,CHEMICAL,PHARMA,L,2708,4978,3387209,SUP921,Supplier32,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000032,1,KG,UOM_MISMATCH
TX00033,MAT0033,Material 33,CHEMICAL,PHARMA,PC,4040,1822,1124415,SUP327,Supplier33,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000033,0,PC,
TX00034,MAT0034,Material 34,CHEMICAL,PHARMA,BX,7936,1611,588870,SUP244,Supplier34,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000034,0,BX,
TX00035,MAT0035,Material 35,CHEMICAL,PHARMA,L,6762,2273,4504388,SUP385,Supplier35,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000035,1,KG,UOM_MISMATCH
TX00036,MAT0036,Material 36,CHEMICAL,PHARMA,KG,9979,4441,4255840,SUP467,Supplier36,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000036,0,KG,
TX00037,MAT0037,Material 37,CHEMICAL,PHARMA,L,6130,4544,1177857,SUP963,Supplier37,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000037,1,KG,UOM_MISMATCH
TX00038,MAT0038,Material 38,CHEMICAL,PHARMA,BX,8303,2045,4995760,SUP658,Supplier38,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000038,1,KG,UOM_MISMATCH
TX00039,MAT0039,Material 39,CHEMICAL,PHARMA,KG,8191,936,3366844,SUP640,Supplier39,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000039,0,KG,
TX00040,MAT0040,Material 40,CHEMICAL,PHARMA,L,147,605,2305439,SUP118,Supplier40,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000040,1,KG,UOM_MISMATCH
TX00041,MAT0041,Material 41,CHEMICAL,PHARMA,BX,6931,4840,1577644,SUP558,Supplier41,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000041,0,BX,
TX00042,MAT0042,Material 42,CHEMICAL,PHARMA,KG,8489,2594,4874763,SUP704,Supplier42,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000042,0,KG,
TX00043,MAT0043,Material 43,CHEMICAL,PHARMA,L,4705,45,2055152,SUP694,Supplier43,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000043,1,KG,UOM_MISMATCH
TX00044,MAT0044,Material 44,CHEMICAL,PHARMA,BX,2582,2858,894512,SUP505,Supplier44,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000044,0,BX,
TX00045,MAT0045,Material 45,CHEMICAL,PHARMA,BX,8392,4149,612210,SUP348,Supplier45,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000045,0,BX,
TX00046,MAT0046,Material 46,CHEMICAL,PHARMA,ML,5695,3248,4725916,SUP434,Supplier46,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000046,0,ML,
TX00047,MAT0047,Material 47,CHEMICAL,PHARMA,PC,5097,897,1912563,SUP736,Supplier47,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000047,1,KG,UOM_MISMATCH
TX00048,MAT0048,Material 48,CHEMICAL,PHARMA,PC,6386,562,638980,SUP508,Supplier48,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000048,1,KG,UOM_MISMATCH
TX00049,MAT0049,Material 49,CHEMICAL,PHARMA,PC,8547,1989,1175284,SUP129,Supplier49,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000049,0,PC,
TX00050,MAT0050,Material 50,CHEMICAL,PHARMA,PC,2971,332,2147364,SUP847,Supplier50,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000050,1,KG,UOM_MISMATCH
TX00051,MAT0051,Material 51,CHEMICAL,PHARMA,PC,148,210,2852493,SUP864,Supplier51,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000051,0,PC,
TX00052,MAT0052,Material 52,CHEMICAL,PHARMA,PC,6272,3514,3351859,SUP312,Supplier52,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000052,0,PC,
TX00053,MAT0053,Material 53,CHEMICAL,PHARMA,BX,3861,4684,4049407,SUP520,Supplier53,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000053,1,KG,UOM_MISMATCH
TX00054,MAT0054,Material 54,CHEMICAL,PHARMA,ML,4633,1917,3435271,SUP393,Supplier54,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000054,0,ML,
TX00055,MAT0055,Material 55,CHEMICAL,PHARMA,PC,1609,1110,4414347,SUP714,Supplier55,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000055,0,PC,
TX00056,MAT0056,Material 56,CHEMICAL,PHARMA,BX,4990,965,4027962,SUP843,Supplier56,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000056,1,KG,UOM_MISMATCH
TX00057,MAT0057,Material 57,CHEMICAL,PHARMA,L,8635,3059,650196,SUP657,Supplier57,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000057,0,L,
TX00058,MAT0058,Material 58,CHEMICAL,PHARMA,PC,5184,442,1879028,SUP878,Supplier58,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000058,1,KG,UOM_MISMATCH
TX00059,MAT0059,Material 59,CHEMICAL,PHARMA,KG,8267,1690,1560184,SUP828,Supplier59,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000059,0,KG,
TX00060,MAT0060,Material 60,CHEMICAL,PHARMA,BX,4931,521,4687549,SUP266,Supplier60,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000060,0,BX,
TX00061,MAT0061,Material 61,CHEMICAL,PHARMA,BX,8098,4107,439719,SUP500,Supplier61,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000061,1,KG,UOM_MISMATCH
TX00062,MAT0062,Material 62,CHEMICAL,PHARMA,PC,1156,3240,4341629,SUP712,Supplier62,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000062,0,PC,
TX00063,MAT0063,Material 63,CHEMICAL,PHARMA,PC,9703,4203,235023,SUP441,Supplier63,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000063,0,PC,
TX00064,MAT0064,Material 64,CHEMICAL,PHARMA,KG,4183,3917,3825308,SUP279,Supplier64,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000064,1,KG,UOM_MISMATCH
TX00065,MAT0065,Material 65,CHEMICAL,PHARMA,KG,6015,1353,4376584,SUP279,Supplier65,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000065,0,KG,
TX00066,MAT0066,Material 66,CHEMICAL,PHARMA,KG,5760,3393,208889,SUP681,Supplier66,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000066,0,KG,
TX00067,MAT0067,Material 67,CHEMICAL,PHARMA,KG,1224,1351,3161100,SUP516,Supplier67,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000067,0,KG,
TX00068,MAT0068,Material 68,CHEMICAL,PHARMA,PC,5293,2677,2262710,SUP180,Supplier68,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000068,1,KG,UOM_MISMATCH
TX00069,MAT0069,Material 69,CHEMICAL,PHARMA,BX,4781,2049,3739715,SUP576,Supplier69,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000069,1,KG,UOM_MISMATCH
TX00070,MAT0070,Material 70,CHEMICAL,PHARMA,PC,2890,925,370783,SUP544,Supplier70,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000070,1,KG,UOM_MISMATCH
TX00071,MAT0071,Material 71,CHEMICAL,PHARMA,KG,1007,534,3502669,SUP532,Supplier71,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000071,0,KG,
TX00072,MAT0072,Material 72,CHEMICAL,PHARMA,BX,1036,3537,355419,SUP933,Supplier72,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000072,0,BX,
TX00073,MAT0073,Material 73,CHEMICAL,PHARMA,KG,4195,2555,3023571,SUP236,Supplier73,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000073,1,KG,UOM_MISMATCH
TX00074,MAT0074,Material 74,CHEMICAL,PHARMA,KG,3250,304,994405,SUP898,Supplier74,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000074,0,KG,
TX00075,MAT0075,Material 75,CHEMICAL,PHARMA,L,4771,2470,1625480,SUP536,Supplier75,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000075,0,L,
TX00076,MAT0076,Material 76,CHEMICAL,PHARMA,BX,127,872,896063,SUP441,Supplier76,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000076,1,KG,UOM_MISMATCH
TX00077,MAT0077,Material 77,CHEMICAL,PHARMA,L,6876,626,1526446,SUP656,Supplier77,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000077,1,KG,UOM_MISMATCH
TX00078,MAT0078,Material 78,CHEMICAL,PHARMA,BX,6207,872,2912447,SUP698,Supplier78,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000078,1,KG,UOM_MISMATCH
TX00079,MAT0079,Material 79,CHEMICAL,PHARMA,KG,5863,4299,3890332,SUP336,Supplier79,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000079,0,KG,
TX00080,MAT0080,Material 80,CHEMICAL,PHARMA,BX,5245,3504,582819,SUP893,Supplier80,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000080,0,BX,
TX00081,MAT0081,Material 81,CHEMICAL,PHARMA,L,59,3675,4928632,SUP509,Supplier81,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000081,0,L,
TX00082,MAT0082,Material 82,CHEMICAL,PHARMA,PC,221,3141,4863518,SUP890,Supplier82,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000082,1,KG,UOM_MISMATCH
TX00083,MAT0083,Material 83,CHEMICAL,PHARMA,PC,6159,3960,4686973,SUP126,Supplier83,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000083,1,KG,UOM_MISMATCH
TX00084,MAT0084,Material 84,CHEMICAL,PHARMA,L,3412,4566,821942,SUP562,Supplier84,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000084,0,L,
TX00085,MAT0085,Material 85,CHEMICAL,PHARMA,BX,2359,214,86157,SUP341,Supplier85,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000085,0,BX,
TX00086,MAT0086,Material 86,CHEMICAL,PHARMA,KG,7365,2539,2347804,SUP964,Supplier86,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000086,1,KG,UOM_MISMATCH
TX00087,MAT0087,Material 87,CHEMICAL,PHARMA,KG,737,3630,2876828,SUP853,Supplier87,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000087,1,KG,UOM_MISMATCH
TX00088,MAT0088,Material 88,CHEMICAL,PHARMA,L,2240,771,3062864,SUP749,Supplier88,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000088,1,KG,UOM_MISMATCH
TX00089,MAT0089,Material 89,CHEMICAL,PHARMA,ML,288,18,2633273,SUP129,Supplier89,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000089,0,ML,
TX00090,MAT0090,Material 90,CHEMICAL,PHARMA,BX,5913,642,2539050,SUP396,Supplier90,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000090,1,KG,UOM_MISMATCH
TX00091,MAT0091,Material 91,CHEMICAL,PHARMA,KG,8309,2081,1379752,SUP677,Supplier91,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000091,1,KG,UOM_MISMATCH
TX00092,MAT0092,Material 92,CHEMICAL,PHARMA,PC,6073,1111,3113739,SUP323,Supplier92,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000092,1,KG,UOM_MISMATCH
TX00093,MAT0093,Material 93,CHEMICAL,PHARMA,PC,7504,2864,3284539,SUP394,Supplier93,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000093,1,KG,UOM_MISMATCH
TX00094,MAT0094,Material 94,CHEMICAL,PHARMA,L,3035,4204,1099726,SUP800,Supplier94,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000094,0,L,
TX00095,MAT0095,Material 95,CHEMICAL,PHARMA,L,3571,282,410837,SUP100,Supplier95,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000095,1,KG,UOM_MISMATCH
TX00096,MAT0096,Material 96,CHEMICAL,PHARMA,BX,7980,3648,3500231,SUP599,Supplier96,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000096,0,BX,
TX00097,MAT0097,Material 97,CHEMICAL,PHARMA,ML,7103,607,3982563,SUP456,Supplier97,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000097,1,KG,UOM_MISMATCH
TX00098,MAT0098,Material 98,CHEMICAL,PHARMA,BX,6486,3867,4134729,SUP923,Supplier98,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000098,1,KG,UOM_MISMATCH
TX00099,MAT0099,Material 99,CHEMICAL,PHARMA,BX,6724,595,2659875,SUP426,Supplier99,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000099,1,KG,UOM_MISMATCH
TX00100,MAT0100,Material 100,CHEMICAL,PHARMA,ML,3650,1893,3037375,SUP862,Supplier100,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000100,0,ML,
TX00101,MAT0101,Material 101,CHEMICAL,PHARMA,KG,3833,751,4675064,SUP246,Supplier101,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000101,0,KG,
TX00102,MAT0102,Material 102,CHEMICAL,PHARMA,KG,8349,2187,4963856,SUP249,Supplier102,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000102,0,KG,
TX00103,MAT0103,Material 103,CHEMICAL,PHARMA,KG,4779,2914,4838078,SUP474,Supplier103,USA,A,SAPDEV,2025-10-11 15:56:32,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO000103,0,KG,
